"purchase","nTab","moCbook","iRecMer1","propSpec","recW4","moShoe","nWoApp","nMen","llDol"
0,0,50,0.0196078431,0,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,4,50,0.1097174164,0.68,50,8.1143232589,2,0,-2.302585093
0,0,50,0.0355010263,0.68,50,50,1,0,-2.302585093
0,15,43.8239159,0.2465975373,0,50,37.417871222,91,0,-2.302585093
0,1,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,6,7.9172141919,0.1121426466,0.3428571429,14.093298292,50,40,0,5.3085151915
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,1,50,0.6849684968,0,50,50,3,0,-2.302585093
0,0,50,0.0196078431,0,50,50,0,0,-2.302585093
0,2,50,0.0256782292,0.68,50,37.943495401,2,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,3,0,-2.302585093
0,4,50,0.0952917606,0,50,50,7,3,-2.302585093
0,0,50,0.0196078431,0,50,50,0,1,-2.302585093
0,7,10.348226018,0.0668364658,0,50,38.929040736,2,0,-2.302585093
0,2,30.289093298,0.0292568529,0.68,33.180026281,9.5926412615,1,0,-2.302585093
0,0,50,0.0196078431,1,50,5.8475689882,0,0,-2.302585093
0,0,50,0.0196078431,0,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,1,50,0.0196078431,0,50,50,0,0,-2.302585093
0,1,50,0.0910178208,0,16.622864652,13.107752957,17,0,-2.302585093
0,0,50,0.0196078431,0.68,50,44.645203679,0,0,-2.302585093
0,6,32.654402102,0.0468711505,0,50,50,17,2,4.8681496458
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,4,50,0.2707221629,0,50,50,28,0,-2.302585093
0,0,50,0.0196078431,0,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0289783329,0.68,50,50,1,0,-2.302585093
0,1,45.860709593,0.0560135434,0,16.85282523,50,5,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0,50,50,0,0,-2.302585093
0,2,50,0.0254634277,0.68,50,50,8,0,-2.302585093
0,0,50,0.0561168055,0.68,50,50,5,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
1,5,50,0.2659909123,0,50,9.4283837057,1,1,-2.302585093
0,1,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,5,50,0.1526273566,0,50,50,9,0,5.0373421369
0,1,50,0.0986901829,0.68,50,9.1327201051,0,0,-2.302585093
0,0,50,0.0386569135,0.68,50,50,1,0,-2.302585093
0,0,50,0.6416526138,0,50,50,1,0,-2.302585093
0,0,50,0.0196078431,0,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0,50,1.0840998686,0,1,-2.302585093
0,1,50,0.0476041536,0.68,20.006570302,50,4,0,-2.302585093
0,3,50,0.2570077676,0,50,2.8909329829,22,0,-2.302585093
0,0,50,0.0248400574,0.68,50,50,1,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0604640076,0,50,50,3,0,-2.302585093
0,15,33.377135348,0.4034994698,0.0474023512,1.4783180026,2.6938239159,22,2,-2.302585093
0,1,50,0.1807171693,1,50,50,6,0,5.0638600553
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,5,50,0.5393338058,0,50,11.070959264,13,1,3.0483247237
0,1,45.367936925,0.1101143105,0.2356576449,50,8.0814717477,2,1,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,6,50,0.0771727005,0,50,50,7,0,3.4041928906
0,19,31.997371879,0.0793866055,0.68,50,12.713534823,6,0,4.544039186
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,1,50,0.4651589242,0,1.1498028909,35.808147175,9,0,3.4038604991
0,12,50,0.0196078431,0,50,50,0,0,-2.302585093
0,0,50,0.0225742339,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,17,4.7634691196,0.1983837331,0.010046494,50,3.9421813403,8,2,4.3165543444
0,0,50,0.0999868611,0.68,50,50,10,0,-2.302585093
0,2,50,0.0196078431,0,50,50,0,0,-2.302585093
0,1,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0309525746,0.68,50,50,2,0,-2.302585093
0,1,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,1,50,0.0337681931,0.68,50,50,2,0,-2.302585093
0,3,6.6031537451,0.1315243692,0,50,50,11,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,4,50,0.3441881502,0.109441655,50,50,37,0,-2.302585093
0,0,50,0.0986901829,0.68,50,9.7240473062,2,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0,50,50,0,0,-2.302585093
0,0,50,0.2614221917,0.342512673,50,39.257555848,2,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,6,50,0.0443447352,0,50,50,2,1,3.0946722214
0,0,50,0.0196078431,1,50,50,0,1,-2.302585093
0,9,50,0.6416526138,0,25.657030223,0.5584756899,19,0,-2.302585093
0,1,50,0.0196078431,0,50,50,0,1,-2.302585093
0,1,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0262540537,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,2,50,0.0402411295,0,23.850197109,50,10,2,-2.302585093
0,1,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,7,50,0.0381721509,0.68,27.23390276,50,5,0,-2.302585093
0,3,50,0.0277625771,0.68,50,50,4,0,-2.302585093
0,1,50,0.0196078431,0,50,50,0,0,-2.302585093
0,0,50,0.0269037686,0.68,50,50,6,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,5,50,0.3831822759,0,50,9.9211563732,0,0,4.383026135
0,0,50,0.1467412264,0,50,5.814717477,1,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,2,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,2,50,0.4954427083,0,50,50,1,0,-2.302585093
0,2,50,0.4798234552,0,50,36.563731932,3,1,-2.302585093
0,0,50,0.0608264727,0.68,50,50,2,0,-2.302585093
0,8,20.105124836,0.1467412264,0,5.814717477,17.96977661,39,0,3.5862928653
0,4,50,0.2137040157,0,50,6.7017082786,6,0,-2.302585093
0,1,32.260183968,0.0965001268,0.68,50,9.3626806833,1,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,2,50,0.0196078431,0.68,50,14.783180026,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,1,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,1,50,0.3156366653,0,50,2.1681997372,0,2,-2.302585093
0,0,50,0.0196078431,0.68,50,50,2,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,4,50,0.9383477189,0,50,50,11,2,-2.302585093
0,2,41.458607096,0.1182411436,0,50,45.926412615,8,0,-2.302585093
0,13,33.048620237,0.5208761123,0.1786592284,25.821287779,13.403416557,33,3,2.6454653259
1,7,8.9027595269,0.5393338058,0,28.38370565,19.776609724,36,2,3.4045251718
0,1,50,0.0196078431,0,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0,50,50,0,0,-2.302585093
0,3,50,0.2614221917,0,2.8252299606,50,5,0,-2.302585093
0,15,33.212877792,0.2407465992,0,50,7.752956636,35,4,-2.302585093
0,0,50,0.3982208268,0,50,50,7,0,-2.302585093
0,1,50,0.332895888,0,50,50,13,0,-2.302585093
0,0,50,0.0196078431,0,50,50,0,0,-2.302585093
0,1,50,0.2407465992,0,50,50,12,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,4,50,0.3257705479,0,50,27.135348226,7,0,-2.302585093
0,0,50,0.2942768755,0,50,2.3981603154,0,0,-2.302585093
0,2,50,0.0196078431,0,50,50,0,0,-2.302585093
0,2,50,0.9383477189,0.1081218597,50,14.980289093,11,0,-2.302585093
0,3,50,0.0196078431,0,50,50,0,0,5.4807222532
0,0,50,0.0196078431,0,50,50,0,0,-2.302585093
0,3,50,0.0196078431,0,50,50,0,0,-2.302585093
0,0,50,0.0489043121,0.68,50,50,10,0,-2.302585093
0,9,50,0.136845891,0,50,12.220762155,25,0,5.7901130644
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,27.759526938,0,0,-2.302585093
0,1,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,1,50,0.1983837331,0,50,13.107752957,6,0,-2.302585093
0,1,50,0.1387167335,0,50,14.848883049,1,0,-2.302585093
0,0,50,0.2315885575,0,50,50,1,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,1,50,0.0258307593,0.68,50,50,3,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,2,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,4,46.090670171,0.2756247736,0,46.090670171,50,23,0,-2.302585093
0,1,32.358738502,0.0299771528,0.68,50,50,3,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,1,50,0.5591476855,0,50,4.4349540079,1,1,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,2,50,0.1073948631,0,37.812089356,13.436268068,5,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,1,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,1,50,0.1785965736,0,50,50,5,0,3.2991646561
0,2,50,0.0256565861,0.68,50,50,1,0,-2.302585093
0,0,50,0.9383477189,0,50,0.0657030223,0,0,-2.302585093
0,0,50,0.0196078431,0,50,50,0,0,-2.302585093
0,1,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,14,29.20499343,0.4954427083,0,50,1.0183968463,11,2,-2.302585093
0,0,50,0.0641598516,0.68,50,50,0,0,-2.302585093
0,3,50,0.0196078431,0,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,2,50,0.0372382071,0.68,50,50,1,0,-2.302585093
0,0,50,0.076977544,0.68,50,50,4,0,-2.302585093
0,0,50,0.0196078431,0,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,1,50,0.6698943662,0,50,0.4927726675,24,1,-2.302585093
0,0,50,0.2231017297,0,50,50,2,0,-2.302585093
0,3,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,1,50,0.0196078431,0,50,50,15,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
1,2,28.580814717,0.0955910062,0.68,50,50,7,0,-2.302585093
0,11,43.626806833,0.2407465992,0,3.1537450723,37.812089356,16,1,-2.302585093
0,1,50,0.23699782,0,50,50,4,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,1,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0393566405,0.68,50,50,3,0,-2.302585093
0,4,50,0.1287430215,0,50,6.7674113009,0,0,-2.302585093
0,0,50,0.0196078431,0,50,50,0,1,-2.302585093
0,4,50,0.0263906228,0,50,26.149802891,1,0,-2.302585093
0,2,50,0.0303356454,0.68,50,31.964520368,0,0,-2.302585093
0,0,50,0.0196078431,0,50,50,0,0,-2.302585093
0,5,50,0.0724003425,0,50,13.46911958,6,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,4,50,0.3831822759,0,50,1.6097240473,14,0,3.6394265704
0,3,50,0.2886949924,1,50,50,33,0,4.9275434982
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,1,50,0.0196078431,0,50,50,0,0,-2.302585093
0,0,50,0.0531758787,0.68,50,50,2,0,-2.302585093
0,0,50,0.0473818567,0.68,50,50,1,0,-2.302585093
0,2,50,0.0196078431,0,50,29.369250986,0,0,-2.302585093
0,3,50,0.1705895539,0,50,4.8620236531,1,0,-2.302585093
0,1,50,0.0196078431,0,50,50,0,0,-2.302585093
0,6,50,0.0729206593,0,31.668856767,50,3,0,3.6396892099
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,1,50,0.0521733169,0,50,6.0446780552,5,0,-2.302585093
0,1,19.612352168,0.1173296331,0,50,50,7,0,4.4893102999
0,3,50,0.2407465992,0.843584167,50,50,7,1,-2.302585093
0,6,50,0.135626448,0,7.9172141919,33.114323259,11,0,-2.302585093
0,3,50,0.0519064184,0.7118385346,50,50,6,0,2.6461747974
0,3,50,0.3648130393,0,50,23.094612352,7,0,-2.302585093
0,2,50,0.0589419875,0.68,50,50,4,0,3.1817968166
0,0,50,0.0396643386,0.68,50,50,2,0,-2.302585093
0,0,50,0.0196078431,0.68,50,24.704336399,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0223258816,0,50,50,1,1,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,3,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,3,50,0.4798234552,0,50,50,16,1,3.0487989945
0,0,50,0.2781432749,0,50,50,6,0,-2.302585093
0,1,50,0.0196078431,0,50,50,0,0,-2.302585093
0,0,50,0.3189438391,0,2.135348226,50,2,1,-2.302585093
0,2,50,0.2407465992,0,50,27.890932983,6,0,-2.302585093
0,0,50,0.0671312632,0.68,50,50,1,0,-2.302585093
0,1,50,0.0680314679,0,50,50,2,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,3,50,0.1565521498,0,50,50,18,0,-2.302585093
0,1,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0450002957,0.68,50,50,1,0,-2.302585093
0,0,50,0.0196078431,0,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,3,50,0.0258746727,0.68,50,50,1,0,-2.302585093
0,0,50,0.0196078431,0,50,50,0,0,-2.302585093
0,1,50,0.0261862978,0.68,37.187910644,50,4,0,-2.302585093
0,6,50,0.7718052738,0.3293746139,50,50,6,1,-2.302585093
0,0,50,0.11424711,0,50,50,4,0,-2.302585093
0,0,50,0.0478285463,0.68,50,50,0,0,-2.302585093
0,2,50,0.0287865033,0.68,50,33.738501971,2,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,25.821287779,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,1,50,0.0254634277,0.7492054996,50,50,1,5,-2.302585093
0,5,50,0.040616994,0.68,27.463863338,50,8,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,5,50,0.0196078431,0,50,50,0,0,4.3831510023
0,9,50,0.136845891,0,50,5.4533508541,4,0,3.4041928906
0,0,50,0.0196078431,0,50,2.7595269382,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,6,50,0.5393338058,0,50,25.197109067,3,0,4.2494947424
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,1,50,0.0196078431,0.68,50,50,0,0,5.1987180013
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,2,50,0.0196078431,0,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.3831822759,0,50,50,5,0,-2.302585093
0,0,50,0.0259629491,0.68,50,50,1,0,-2.302585093
0,0,50,0.0234615859,0.68,50,41.622864652,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,44.053876478,0,0,-2.302585093
0,0,50,0.0446046539,0.68,50,50,2,0,-2.302585093
0,1,21.879106439,0.0437080007,0.68,50,50,2,0,4.2497801305
0,1,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0231934412,0.68,50,47.010512484,2,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,1,50,0.2198786478,0,50,50,1,0,-2.302585093
0,4,18.988173456,0.0958921371,0.68,50,18.988173456,10,0,3.2224693604
0,1,50,0.4202098288,0,1.3797634691,50,9,1,-2.302585093
0,0,50,0.0993342906,0.68,50,50,2,0,-2.302585093
0,2,50,0.0559106605,0.68,50,50,3,0,-2.302585093
0,6,50,0.1945793915,0.2602565618,50,4.1392904074,8,3,5.5874733523
0,0,50,0.2407465992,0,50,50,1,0,-2.302585093
0,0,50,0.0196078431,0,50,50,0,0,-2.302585093
0,3,50,0.1044468844,0,50,50,22,0,-2.302585093
0,1,50,0.0254208979,0.68,50,38.436268068,4,0,-2.302585093
0,1,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,1,7.9829172142,0.1113224108,0,50,50,1,0,-2.302585093
0,5,50,0.7918834547,0,50,0.2956636005,6,0,-2.302585093
0,0,50,0.1526273566,0,50,50,1,0,-2.302585093
0,3,50,0.0502774841,0.68,38.961892247,50,9,0,3.7400477407
0,1,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0,50,50,1,0,-2.302585093
0,1,50,0.0196078431,0,50,50,0,0,-2.302585093
0,0,50,0.0196078431,1,50,50,1,0,-2.302585093
0,2,50,0.0306101927,0.68,50,31.767411301,3,0,-2.302585093
0,2,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,2,30.190538765,0.0196078431,0,50,50,0,0,-2.302585093
0,21,8.6070959264,0.2591961853,0,7.4572930355,8.6070959264,67,0,4.8605098355
0,2,32.752956636,0.0196078431,0,50,21.944809461,0,1,-2.302585093
0,0,50,0.0789746783,0.68,50,50,1,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,4,50,0.2407465992,0.564048085,12.779237845,3.1537450723,9,2,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,3,50,0.0371473201,0,50,3.6136662286,1,0,-2.302585093
0,1,50,0.0463713363,0.68,50,50,4,0,4.2696974497
0,1,50,0.0250032856,0.68,50,50,1,0,-2.302585093
0,0,50,0.0705544224,0.68,50,50,5,0,-2.302585093
0,1,10.282522996,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0804354719,0,11.432325887,50,2,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,4,50,0.0196078431,0,50,50,0,0,-2.302585093
1,21,9.7240473062,0.2707221629,0.2696153194,50,50,85,0,4.1908661292
0,2,45.597897503,0.0196078431,0.68,50,50,0,0,-2.302585093
0,1,50,0.1133959172,0,50,50,4,0,-2.302585093
0,14,50,0.0932483764,0,50,9.7240473062,9,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,2,50,0.2214784633,0,50,3.5151116951,2,0,-2.302585093
0,2,50,0.0216895628,0.68,45.105124836,50,5,0,-2.302585093
0,4,50,0.032786179,0,50,50,5,0,3.6908774568
0,0,50,0.0334343834,0.68,50,50,2,0,-2.302585093
0,4,50,0.2942768755,0,2.3981603154,39.257555848,8,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,2,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,1,50,0.0427864613,0,50,22.371879106,2,0,3.4041928906
0,0,50,0.0196078431,0,50,50,0,0,-2.302585093
0,2,50,0.1101143105,0,50,23.850197109,18,1,-2.302585093
0,0,50,0.0196078431,0.68,50,50,3,0,-2.302585093
0,3,50,0.0196078431,0,50,50,0,1,-2.302585093
0,5,50,0.1182411436,0,50,7.4572930355,0,0,-2.302585093
0,6,50,0.0665442462,0.68,50,15.538764783,13,0,-2.302585093
0,2,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0599873877,0.68,50,50,2,0,-2.302585093
0,0,50,0.0262540537,0.68,50,50,6,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,44,8.4428383706,0.3784186972,0.2412686101,50,2.5295663601,102,5,6.3188419797
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,4,43.8239159,0.5393338058,0.1777960891,0.8541392904,1.2812089356,45,0,-2.302585093
0,3,50,0.0912907869,0.68,50,50,7,0,-2.302585093
0,1,50,0.0267148775,0.68,50,50,2,0,-2.302585093
0,0,50,0.0601058368,0.68,50,15.637319317,0,0,-2.302585093
0,0,50,0.0196078431,1,50,50,0,0,-2.302585093
0,0,50,0.3403398927,0,50,50,0,0,-2.302585093
0,1,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,4,7.6544021025,0.2446158791,0,50,41.622864652,5,2,3.9138213874
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,6,50,0.0196078431,0.68,50,50,0,0,4.7961210695
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0399768859,0,50,7.8515111695,2,0,-2.302585093
0,0,50,0.0596348249,0.68,50,50,4,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,1,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,2,50,0.0196078431,0,50,50,0,1,-2.302585093
0,0,50,0.0196078431,0,50,50,0,0,-2.302585093
0,7,50,0.4651589242,0.1835878873,1.1498028909,8.0486202365,17,2,-2.302585093
0,1,50,0.0891518276,0,37.779237845,33.278580815,5,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,3,21.780551905,0.0438970928,0,50,30.453350854,16,0,3.7632909516
0,0,50,0.0329994363,0.68,50,50,1,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,4,21.024967148,0.0454030189,0.68,50,21.024967148,0,0,5.1986627634
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,1,50,0.0264135226,0,50,50,2,0,-2.302585093
0,1,50,0.0691127055,0.68,50,50,11,0,-2.302585093
0,0,50,0.0196078431,0,50,1.0183968463,0,0,-2.302585093
0,0,50,0.0196078431,0,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0,50,50,0,0,-2.302585093
0,5,50,0.0196078431,0,50,4.5992115637,0,2,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,3,50,0.1051686014,0,50,0.5584756899,3,0,3.468232783
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,1,50,0.0703912682,0.68,50,50,4,0,-2.302585093
0,0,50,0.0404550529,0.68,44.185282523,36.465177398,4,0,-2.302585093
1,5,50,0.0621935273,0.68,50,15.078843627,4,0,-2.302585093
0,0,50,0.0562204492,0,50,50,1,0,-2.302585093
0,4,50,0.0196078431,0,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,5,50,0.0554018637,0,50,37.812089356,7,0,4.2346860468
0,3,9.9868593955,0.1073948631,0,8.3114323259,10.183968463,9,0,-2.302585093
0,0,50,0.0248806644,0.68,50,50,4,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,1,50,0.0196078431,0,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,14.356110381,0,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,0,50,0.0196078431,0,50,50,0,0,-2.302585093
0,3,45.532194481,0.0298888496,0,50,45.532194481,6,2,-2.302585093
0,11,44.152431012,0.297149551,0,37.023653088,25.295663601,20,0,4.5546134624
0,1,50,0.0609482621,0,50,50,4,0,-2.302585093
0,0,50,0.0196078431,0.68,50,50,0,0,-2.302585093
0,1,50,0.1151111783,0,50,50,8,0,-2.302585093
